지점,지점명,일시,기온(°C),강수량(mm),습도(%),전운량(10분위),시정(10m),date,시간,PM10,PM25
108,서울,2023-05-01 00:00:00,12.1,0.0,87,9,1049,2023-05-01,0,67.0,30.0
108,서울,2023-05-01 01:00:00,11.6,0.0,88,6,957,2023-05-01,1,66.0,26.0
108,서울,2023-05-01 02:00:00,11.0,0.0,90,6,778,2023-05-01,2,64.0,28.0
108,서울,2023-05-01 03:00:00,10.8,0.0,91,8,672,2023-05-01,3,58.0,22.0
108,서울,2023-05-01 04:00:00,10.4,0.0,92,8,633,2023-05-01,4,56.0,22.0
108,서울,2023-05-01 05:00:00,10.1,0.0,91,7,566,2023-05-01,5,54.0,22.0
108,서울,2023-05-01 06:00:00,9.9,0.0,92,7,638,2023-05-01,6,51.0,22.0
108,서울,2023-05-01 07:00:00,10.1,0.0,91,4,864,2023-05-01,7,49.0,21.0
108,서울,2023-05-01 08:00:00,11.2,0.0,85,1,1198,2023-05-01,8,50.0,27.0
108,서울,2023-05-01 09:00:00,13.1,0.0,76,8,1496,2023-05-01,9,52.0,19.0
108,서울,2023-05-01 10:00:00,14.8,0.0,65,8,2000,2023-05-01,10,57.0,13.0
108,서울,2023-05-01 11:00:00,16.5,0.0,51,1,2000,2023-05-01,11,43.0,17.0
108,서울,2023-05-01 12:00:00,17.7,0.0,36,1,2000,2023-05-01,12,38.0,11.0
108,서울,2023-05-01 13:00:00,18.0,0.0,37,1,2000,2023-05-01,13,37.0,14.0
108,서울,2023-05-01 14:00:00,19.1,0.0,33,0,2000,2023-05-01,14,37.0,19.0
108,서울,2023-05-01 15:00:00,19.9,0.0,33,0,2000,2023-05-01,15,33.0,12.0
108,서울,2023-05-01 16:00:00,20.6,0.0,34,0,2000,2023-05-01,16,33.0,4.0
108,서울,2023-05-01 17:00:00,20.2,0.0,28,0,1800,2023-05-01,17,29.0,9.0
108,서울,2023-05-01 18:00:00,19.1,0.0,32,0,2000,2023-05-01,18,29.0,10.0
108,서울,2023-05-01 19:00:00,17.5,0.0,40,0,2000,2023-05-01,19,31.0,9.0
108,서울,2023-05-01 20:00:00,15.6,0.0,43,2,2000,2023-05-01,20,29.0,15.0
108,서울,2023-05-01 21:00:00,14.1,0.0,46,0,2000,2023-05-01,21,28.0,13.0
108,서울,2023-05-01 22:00:00,13.4,0.0,48,1,2000,2023-05-01,22,28.0,11.0
108,서울,2023-05-01 23:00:00,12.9,0.0,47,1,2000,2023-05-01,23,29.0,12.0
108,서울,2023-05-02 00:00:00,12.0,0.0,50,0,2000,2023-05-02,0,32.0,10.0
108,서울,2023-05-02 01:00:00,11.3,0.0,53,0,2000,2023-05-02,1,27.0,11.0
108,서울,2023-05-02 02:00:00,10.6,0.0,52,0,2000,2023-05-02,2,28.0,12.0
108,서울,2023-05-02 03:00:00,10.0,0.0,57,0,2000,2023-05-02,3,25.0,12.0
108,서울,2023-05-02 04:00:00,9.7,0.0,60,0,2000,2023-05-02,4,26.0,10.0
108,서울,2023-05-02 05:00:00,9.2,0.0,62,6,2000,2023-05-02,5,27.0,12.0
108,서울,2023-05-02 06:00:00,9.4,0.0,60,7,2000,2023-05-02,6,31.0,14.0
108,서울,2023-05-02 07:00:00,10.3,0.0,57,7,2000,2023-05-02,7,33.0,15.0
108,서울,2023-05-02 08:00:00,12.8,0.0,52,8,2000,2023-05-02,8,37.0,15.0
108,서울,2023-05-02 09:00:00,15.2,0.0,45,7,2000,2023-05-02,9,46.0,17.0
108,서울,2023-05-02 10:00:00,17.7,0.0,42,7,2000,2023-05-02,10,48.0,17.0
108,서울,2023-05-02 11:00:00,19.6,0.0,37,8,2000,2023-05-02,11,41.0,16.0
108,서울,2023-05-02 12:00:00,20.8,0.0,32,8,2000,2023-05-02,12,35.0,15.0
108,서울,2023-05-02 13:00:00,22.6,0.0,28,7,2000,2023-05-02,13,36.0,11.0
108,서울,2023-05-02 14:00:00,23.4,0.0,22,7,2000,2023-05-02,14,38.0,22.0
108,서울,2023-05-02 15:00:00,23.3,0.0,23,8,2000,2023-05-02,15,42.0,15.0
108,서울,2023-05-02 16:00:00,23.5,0.0,25,8,2000,2023-05-02,16,48.0,24.0
108,서울,2023-05-02 17:00:00,23.4,0.0,25,7,2000,2023-05-02,17,43.0,15.0
108,서울,2023-05-02 18:00:00,22.2,0.0,28,8,2000,2023-05-02,18,36.0,15.0
108,서울,2023-05-02 19:00:00,20.8,0.0,32,10,2000,2023-05-02,19,37.0,13.0
108,서울,2023-05-02 20:00:00,18.7,0.0,39,10,2000,2023-05-02,20,49.0,21.0
108,서울,2023-05-02 21:00:00,17.4,0.0,38,7,2000,2023-05-02,21,55.0,20.0
108,서울,2023-05-02 22:00:00,16.6,0.0,38,7,2000,2023-05-02,22,43.0,19.0
108,서울,2023-05-02 23:00:00,16.2,0.0,40,9,2000,2023-05-02,23,43.0,18.0
108,서울,2023-05-03 00:00:00,15.4,0.0,41,8,2000,2023-05-03,0,44.0,16.0
108,서울,2023-05-03 01:00:00,15.2,0.0,46,9,2000,2023-05-03,1,40.0,18.0
108,서울,2023-05-03 02:00:00,14.8,0.0,48,6,2000,2023-05-03,2,40.0,15.0
108,서울,2023-05-03 03:00:00,14.4,0.0,53,6,2000,2023-05-03,3,40.0,17.0
108,서울,2023-05-03 04:00:00,13.8,0.0,54,6,2000,2023-05-03,4,40.0,17.0
108,서울,2023-05-03 05:00:00,13.4,0.0,56,8,2000,2023-05-03,5,37.0,18.0
108,서울,2023-05-03 06:00:00,12.8,0.0,62,1,2000,2023-05-03,6,40.0,17.0
108,서울,2023-05-03 07:00:00,12.7,0.0,60,1,2000,2023-05-03,7,43.0,21.0
108,서울,2023-05-03 08:00:00,16.0,0.0,52,2,2000,2023-05-03,8,47.0,18.0
108,서울,2023-05-03 09:00:00,18.8,0.0,45,1,2000,2023-05-03,9,51.0,21.0
108,서울,2023-05-03 10:00:00,20.9,0.0,38,3,2000,2023-05-03,10,51.0,21.0
108,서울,2023-05-03 11:00:00,22.0,0.0,36,0,2000,2023-05-03,11,46.0,21.0
108,서울,2023-05-03 12:00:00,23.3,0.0,32,2,2000,2023-05-03,12,45.0,18.0
108,서울,2023-05-03 13:00:00,24.7,0.0,30,4,2000,2023-05-03,13,54.0,25.0
108,서울,2023-05-03 14:00:00,25.3,0.0,24,5,2000,2023-05-03,14,65.0,31.0
108,서울,2023-05-03 15:00:00,25.9,0.0,28,6,2000,2023-05-03,15,50.0,16.0
108,서울,2023-05-03 16:00:00,25.1,0.0,40,8,2000,2023-05-03,16,49.0,11.0
108,서울,2023-05-03 17:00:00,24.1,0.0,46,9,2000,2023-05-03,17,40.0,12.0
108,서울,2023-05-03 18:00:00,22.7,0.0,53,9,2000,2023-05-03,18,47.0,23.0
108,서울,2023-05-03 19:00:00,21.1,0.0,63,7,2000,2023-05-03,19,49.0,18.0
108,서울,2023-05-03 20:00:00,20.3,0.0,67,7,2000,2023-05-03,20,49.0,23.0
108,서울,2023-05-03 21:00:00,19.7,0.0,71,8,2000,2023-05-03,21,50.0,20.0
108,서울,2023-05-03 22:00:00,19.1,0.0,72,7,2000,2023-05-03,22,48.0,22.0
108,서울,2023-05-03 23:00:00,18.5,0.0,73,6,2000,2023-05-03,23,45.0,19.0
108,서울,2023-05-04 00:00:00,18.1,0.0,76,3,2000,2023-05-04,0,43.0,17.0
108,서울,2023-05-04 01:00:00,18.0,0.0,78,6,2000,2023-05-04,1,42.0,19.0
108,서울,2023-05-04 02:00:00,17.6,0.0,78,6,2000,2023-05-04,2,42.0,22.0
108,서울,2023-05-04 03:00:00,16.8,0.0,81,5,2000,2023-05-04,3,43.0,21.0
108,서울,2023-05-04 04:00:00,16.1,0.0,81,6,2000,2023-05-04,4,47.0,23.0
108,서울,2023-05-04 05:00:00,16.0,0.0,83,5,2000,2023-05-04,5,44.0,23.0
108,서울,2023-05-04 06:00:00,15.6,0.0,85,6,1813,2023-05-04,6,47.0,27.0
108,서울,2023-05-04 07:00:00,16.2,0.0,86,7,1901,2023-05-04,7,47.0,24.0
108,서울,2023-05-04 08:00:00,18.0,0.0,79,8,1960,2023-05-04,8,51.0,22.0
108,서울,2023-05-04 09:00:00,19.8,0.0,72,9,2000,2023-05-04,9,56.0,26.0
108,서울,2023-05-04 10:00:00,20.8,0.0,67,9,2000,2023-05-04,10,53.0,21.0
108,서울,2023-05-04 11:00:00,22.2,0.0,64,9,2000,2023-05-04,11,54.0,31.0
108,서울,2023-05-04 12:00:00,23.3,0.0,58,7,2000,2023-05-04,12,48.0,36.0
108,서울,2023-05-04 13:00:00,24.6,0.0,55,6,2000,2023-05-04,13,45.0,22.0
108,서울,2023-05-04 14:00:00,25.4,0.0,52,8,2000,2023-05-04,14,51.0,28.0
108,서울,2023-05-04 15:00:00,25.6,0.0,51,9,2000,2023-05-04,15,57.0,29.0
108,서울,2023-05-04 16:00:00,25.5,0.0,52,9,2000,2023-05-04,16,59.0,29.0
108,서울,2023-05-04 17:00:00,25.4,0.0,53,9,2000,2023-05-04,17,52.0,23.0
108,서울,2023-05-04 18:00:00,25.0,0.0,54,9,2000,2023-05-04,18,48.0,26.0
108,서울,2023-05-04 19:00:00,24.5,0.0,55,9,2000,2023-05-04,19,39.0,20.0
108,서울,2023-05-04 20:00:00,23.6,0.0,57,9,2000,2023-05-04,20,41.0,21.0
108,서울,2023-05-04 21:00:00,23.0,0.0,60,8,2000,2023-05-04,21,38.0,15.0
108,서울,2023-05-04 22:00:00,22.8,0.0,62,8,2000,2023-05-04,22,31.0,10.0
108,서울,2023-05-04 23:00:00,22.2,0.0,61,8,2000,2023-05-04,23,24.0,9.0
108,서울,2023-05-05 00:00:00,21.7,0.0,63,10,2000,2023-05-05,0,21.0,6.0
108,서울,2023-05-05 01:00:00,21.1,0.0,66,10,2000,2023-05-05,1,19.0,8.0
108,서울,2023-05-05 02:00:00,19.2,0.5,80,10,2000,2023-05-05,2,16.0,8.0
108,서울,2023-05-05 03:00:00,18.5,0.4,87,10,2000,2023-05-05,3,12.0,6.0
108,서울,2023-05-05 04:00:00,18.2,0.3,89,10,2000,2023-05-05,4,13.0,7.0
108,서울,2023-05-05 05:00:00,18.2,0.1,90,10,2000,2023-05-05,5,9.0,3.0
108,서울,2023-05-05 06:00:00,18.3,0.0,89,10,2000,2023-05-05,6,11.0,6.0
108,서울,2023-05-05 07:00:00,18.2,1.7,92,10,1705,2023-05-05,7,10.0,5.0
108,서울,2023-05-05 08:00:00,18.1,1.0,96,10,1462,2023-05-05,8,10.0,3.0
108,서울,2023-05-05 09:00:00,18.3,1.3,97,10,1190,2023-05-05,9,10.0,4.0
108,서울,2023-05-05 10:00:00,18.7,1.9,97,10,896,2023-05-05,10,9.0,5.0
108,서울,2023-05-05 11:00:00,19.1,3.0,99,10,1107,2023-05-05,11,14.0,1.0
108,서울,2023-05-05 12:00:00,19.6,0.0,95,10,1861,2023-05-05,12,13.0,8.0
108,서울,2023-05-05 13:00:00,20.1,0.0,96,10,749,2023-05-05,13,10.0,3.0
108,서울,2023-05-05 14:00:00,20.3,0.3,98,10,953,2023-05-05,14,11.0,4.0
108,서울,2023-05-05 15:00:00,20.2,1.5,99,10,257,2023-05-05,15,8.0,2.0
108,서울,2023-05-05 16:00:00,19.8,7.5,99,10,192,2023-05-05,16,7.0,5.0
108,서울,2023-05-05 17:00:00,19.3,3.9,99,10,813,2023-05-05,17,9.0,2.0
108,서울,2023-05-05 18:00:00,18.9,2.4,99,10,300,2023-05-05,18,11.0,8.0
108,서울,2023-05-05 19:00:00,18.2,1.1,97,10,374,2023-05-05,19,10.0,3.0
108,서울,2023-05-05 20:00:00,18.1,0.7,96,10,444,2023-05-05,20,12.0,6.0
108,서울,2023-05-05 21:00:00,18.1,0.6,98,10,292,2023-05-05,21,9.0,4.0
108,서울,2023-05-05 22:00:00,17.5,0.3,98,10,336,2023-05-05,22,5.0,1.0
108,서울,2023-05-05 23:00:00,16.6,0.2,99,10,321,2023-05-05,23,6.0,1.0
108,서울,2023-05-06 00:00:00,15.5,1.5,98,10,994,2023-05-06,0,9.0,1.0
108,서울,2023-05-06 01:00:00,14.9,0.0,97,10,2000,2023-05-06,1,13.0,1.0
108,서울,2023-05-06 02:00:00,14.6,0.0,97,10,1777,2023-05-06,2,19.0,1.0
108,서울,2023-05-06 03:00:00,14.0,7.3,100,10,126,2023-05-06,3,5.0,1.0
108,서울,2023-05-06 04:00:00,13.8,4.2,100,10,467,2023-05-06,4,5.0,1.0
108,서울,2023-05-06 05:00:00,13.7,1.2,99,10,826,2023-05-06,5,4.0,1.0
108,서울,2023-05-06 06:00:00,13.3,3.1,98,10,606,2023-05-06,6,6.0,2.0
108,서울,2023-05-06 07:00:00,12.7,4.7,99,10,323,2023-05-06,7,3.0,1.0
108,서울,2023-05-06 08:00:00,11.9,7.1,100,10,190,2023-05-06,8,5.0,1.0
108,서울,2023-05-06 09:00:00,11.7,5.5,100,10,314,2023-05-06,9,5.0,2.0
108,서울,2023-05-06 10:00:00,11.8,5.0,100,10,682,2023-05-06,10,4.0,2.0
108,서울,2023-05-06 11:00:00,11.8,3.2,100,10,489,2023-05-06,11,7.0,1.0
108,서울,2023-05-06 12:00:00,11.9,3.7,100,10,1028,2023-05-06,12,9.0,7.0
108,서울,2023-05-06 13:00:00,12.0,1.8,98,10,1138,2023-05-06,13,8.0,5.0
108,서울,2023-05-06 14:00:00,12.0,0.7,92,10,2000,2023-05-06,14,13.0,5.0
108,서울,2023-05-06 15:00:00,12.0,0.0,85,10,2000,2023-05-06,15,11.0,4.0
108,서울,2023-05-06 16:00:00,12.9,0.0,83,10,2000,2023-05-06,16,10.0,6.0
108,서울,2023-05-06 17:00:00,13.0,0.0,78,9,2000,2023-05-06,17,14.0,8.0
108,서울,2023-05-06 18:00:00,13.0,0.0,77,9,2000,2023-05-06,18,22.0,19.0
108,서울,2023-05-06 19:00:00,12.8,0.0,75,9,2000,2023-05-06,19,25.0,18.0
108,서울,2023-05-06 20:00:00,12.3,0.0,73,3,2000,2023-05-06,20,30.0,22.0
108,서울,2023-05-06 21:00:00,12.4,0.0,68,7,2000,2023-05-06,21,35.0,24.0
108,서울,2023-05-06 22:00:00,12.5,0.0,67,8,2000,2023-05-06,22,51.0,36.0
108,서울,2023-05-06 23:00:00,12.7,0.0,61,1,2000,2023-05-06,23,66.0,42.0
108,서울,2023-05-07 00:00:00,12.7,0.0,57,8,2000,2023-05-07,0,70.0,42.0
108,서울,2023-05-07 01:00:00,12.6,0.0,56,8,2000,2023-05-07,1,47.0,37.0
108,서울,2023-05-07 02:00:00,12.5,0.0,52,10,2000,2023-05-07,2,45.0,37.0
108,서울,2023-05-07 03:00:00,12.6,0.0,49,10,2000,2023-05-07,3,38.0,33.0
108,서울,2023-05-07 04:00:00,12.5,0.0,47,10,2000,2023-05-07,4,33.0,29.0
108,서울,2023-05-07 05:00:00,12.3,0.0,48,10,2000,2023-05-07,5,34.0,27.0
108,서울,2023-05-07 06:00:00,12.3,0.0,48,10,2000,2023-05-07,6,34.0,28.0
108,서울,2023-05-07 07:00:00,12.6,0.0,48,10,2000,2023-05-07,7,34.0,27.0
108,서울,2023-05-07 08:00:00,12.9,0.0,50,10,2000,2023-05-07,8,36.0,27.0
108,서울,2023-05-07 09:00:00,13.9,0.0,46,10,2000,2023-05-07,9,36.0,29.0
108,서울,2023-05-07 10:00:00,14.5,0.0,49,10,2000,2023-05-07,10,38.0,27.0
108,서울,2023-05-07 11:00:00,15.8,0.0,46,10,2000,2023-05-07,11,37.0,27.0
108,서울,2023-05-07 12:00:00,16.4,0.0,43,10,2000,2023-05-07,12,34.0,27.0
108,서울,2023-05-07 13:00:00,17.2,0.0,43,10,2000,2023-05-07,13,33.0,25.0
108,서울,2023-05-07 14:00:00,17.2,0.0,43,10,2000,2023-05-07,14,32.0,20.0
108,서울,2023-05-07 15:00:00,17.4,0.0,43,10,2000,2023-05-07,15,34.0,23.0
108,서울,2023-05-07 16:00:00,17.8,0.0,40,9,2000,2023-05-07,16,29.0,26.0
108,서울,2023-05-07 17:00:00,18.5,0.0,37,8,2000,2023-05-07,17,30.0,22.0
108,서울,2023-05-07 18:00:00,17.7,0.0,36,7,2000,2023-05-07,18,34.0,23.0
108,서울,2023-05-07 19:00:00,17.1,0.0,41,7,2000,2023-05-07,19,34.0,24.0
108,서울,2023-05-07 20:00:00,15.3,0.0,46,3,2000,2023-05-07,20,34.0,26.0
108,서울,2023-05-07 21:00:00,13.8,0.0,52,0,2000,2023-05-07,21,32.0,23.0
108,서울,2023-05-07 22:00:00,13.0,0.0,53,0,2000,2023-05-07,22,31.0,25.0
108,서울,2023-05-07 23:00:00,11.6,0.0,58,0,2000,2023-05-07,23,32.0,22.0
108,서울,2023-05-08 00:00:00,11.1,0.0,60,0,2000,2023-05-08,0,33.0,25.0
108,서울,2023-05-08 01:00:00,10.3,0.0,64,0,2000,2023-05-08,1,30.0,22.0
108,서울,2023-05-08 02:00:00,9.9,0.0,64,0,2000,2023-05-08,2,31.0,27.0
108,서울,2023-05-08 03:00:00,9.6,0.0,69,0,2000,2023-05-08,3,30.0,23.0
108,서울,2023-05-08 04:00:00,8.7,0.0,69,0,2000,2023-05-08,4,29.0,24.0
108,서울,2023-05-08 05:00:00,8.4,0.0,75,2,2000,2023-05-08,5,29.0,21.0
108,서울,2023-05-08 06:00:00,7.9,0.0,80,5,2000,2023-05-08,6,30.0,22.0
108,서울,2023-05-08 07:00:00,9.2,0.0,75,6,2000,2023-05-08,7,33.0,23.0
108,서울,2023-05-08 08:00:00,11.5,0.0,67,3,2000,2023-05-08,8,40.0,33.0
108,서울,2023-05-08 09:00:00,14.3,0.0,57,1,2000,2023-05-08,9,40.0,25.0
108,서울,2023-05-08 10:00:00,16.4,0.0,43,2,2000,2023-05-08,10,45.0,30.0
108,서울,2023-05-08 11:00:00,18.7,0.0,40,3,2000,2023-05-08,11,33.0,20.0
108,서울,2023-05-08 12:00:00,20.3,0.0,39,3,2000,2023-05-08,12,31.0,16.0
108,서울,2023-05-08 13:00:00,21.5,0.0,35,6,2000,2023-05-08,13,39.0,24.0
108,서울,2023-05-08 14:00:00,21.7,0.0,35,4,2000,2023-05-08,14,55.0,28.0
108,서울,2023-05-08 15:00:00,21.5,0.0,40,6,2000,2023-05-08,15,72.0,31.0
108,서울,2023-05-08 16:00:00,21.0,0.0,36,6,2000,2023-05-08,16,60.0,31.0
108,서울,2023-05-08 17:00:00,20.4,0.0,33,2,2000,2023-05-08,17,50.0,28.0
108,서울,2023-05-08 18:00:00,19.8,0.0,38,1,2000,2023-05-08,18,39.0,26.0
108,서울,2023-05-08 19:00:00,17.9,0.0,41,0,2000,2023-05-08,19,36.0,20.0
108,서울,2023-05-08 20:00:00,16.3,0.0,49,4,2000,2023-05-08,20,39.0,26.0
108,서울,2023-05-08 21:00:00,15.6,0.0,54,0,2000,2023-05-08,21,40.0,27.0
108,서울,2023-05-08 22:00:00,14.7,0.0,57,0,2000,2023-05-08,22,44.0,26.0
108,서울,2023-05-08 23:00:00,13.7,0.0,61,1,2000,2023-05-08,23,42.0,26.0
108,서울,2023-05-09 00:00:00,13.0,0.0,65,3,2000,2023-05-09,0,40.0,25.0
108,서울,2023-05-09 01:00:00,12.4,0.0,67,4,2000,2023-05-09,1,40.0,25.0
108,서울,2023-05-09 02:00:00,11.8,0.0,67,0,2000,2023-05-09,2,40.0,28.0
108,서울,2023-05-09 03:00:00,11.2,0.0,71,0,1981,2023-05-09,3,37.0,25.0
108,서울,2023-05-09 04:00:00,10.7,0.0,73,0,1979,2023-05-09,4,37.0,24.0
108,서울,2023-05-09 05:00:00,10.4,0.0,77,0,1977,2023-05-09,5,39.0,26.0
108,서울,2023-05-09 06:00:00,10.0,0.0,78,0,1998,2023-05-09,6,41.0,27.0
108,서울,2023-05-09 07:00:00,10.6,0.0,77,0,2000,2023-05-09,7,46.0,29.0
108,서울,2023-05-09 08:00:00,13.5,0.0,69,0,2000,2023-05-09,8,57.0,40.0
108,서울,2023-05-09 09:00:00,15.7,0.0,59,0,2000,2023-05-09,9,54.0,34.0
108,서울,2023-05-09 10:00:00,17.9,0.0,48,0,2000,2023-05-09,10,57.0,33.0
108,서울,2023-05-09 11:00:00,19.9,0.0,47,1,2000,2023-05-09,11,51.0,26.0
108,서울,2023-05-09 12:00:00,21.3,0.0,45,2,1575,2023-05-09,12,59.0,36.0
108,서울,2023-05-09 13:00:00,22.5,0.0,36,1,2000,2023-05-09,13,63.0,34.0
108,서울,2023-05-09 14:00:00,23.5,0.0,37,1,2000,2023-05-09,14,63.0,30.0
108,서울,2023-05-09 15:00:00,24.4,0.0,34,1,1800,2023-05-09,15,58.0,27.0
108,서울,2023-05-09 16:00:00,23.4,0.0,35,3,1860,2023-05-09,16,67.0,27.0
108,서울,2023-05-09 17:00:00,22.8,0.0,37,2,1744,2023-05-09,17,64.0,33.0
108,서울,2023-05-09 18:00:00,21.9,0.0,40,4,1768,2023-05-09,18,59.0,25.0
108,서울,2023-05-09 19:00:00,19.7,0.0,42,0,1905,2023-05-09,19,46.0,18.0
108,서울,2023-05-09 20:00:00,18.0,0.0,48,0,1909,2023-05-09,20,47.0,22.0
108,서울,2023-05-09 21:00:00,16.9,0.0,51,0,1894,2023-05-09,21,48.0,22.0
108,서울,2023-05-09 22:00:00,15.9,0.0,57,0,1627,2023-05-09,22,48.0,24.0
108,서울,2023-05-09 23:00:00,15.1,0.0,60,1,1562,2023-05-09,23,48.0,24.0
108,서울,2023-05-10 00:00:00,14.2,0.0,65,0,1384,2023-05-10,0,51.0,32.0
108,서울,2023-05-10 01:00:00,13.5,0.0,69,0,1199,2023-05-10,1,49.0,26.0
108,서울,2023-05-10 02:00:00,12.7,0.0,74,0,1091,2023-05-10,2,47.0,30.0
108,서울,2023-05-10 03:00:00,12.1,0.0,77,0,977,2023-05-10,3,48.0,30.0
108,서울,2023-05-10 04:00:00,11.7,0.0,80,0,883,2023-05-10,4,50.0,33.0
108,서울,2023-05-10 05:00:00,11.3,0.0,84,0,736,2023-05-10,5,49.0,28.0
108,서울,2023-05-10 06:00:00,10.7,0.0,83,1,888,2023-05-10,6,52.0,32.0
108,서울,2023-05-10 07:00:00,11.5,0.0,78,0,1249,2023-05-10,7,56.0,33.0
108,서울,2023-05-10 08:00:00,14.5,0.0,69,0,1180,2023-05-10,8,63.0,44.0
108,서울,2023-05-10 09:00:00,17.2,0.0,59,7,1505,2023-05-10,9,66.0,36.0
108,서울,2023-05-10 10:00:00,19.1,0.0,51,8,1625,2023-05-10,10,65.0,37.0
108,서울,2023-05-10 11:00:00,21.6,0.0,44,7,1704,2023-05-10,11,59.0,31.0
108,서울,2023-05-10 12:00:00,22.7,0.0,38,7,1794,2023-05-10,12,60.0,32.0
108,서울,2023-05-10 13:00:00,24.4,0.0,36,7,1798,2023-05-10,13,55.0,29.0
108,서울,2023-05-10 14:00:00,25.1,0.0,32,6,2000,2023-05-10,14,50.0,21.0
108,서울,2023-05-10 15:00:00,25.1,0.0,30,5,2000,2023-05-10,15,47.0,24.0
108,서울,2023-05-10 16:00:00,25.6,0.0,27,1,2000,2023-05-10,16,55.0,28.0
108,서울,2023-05-10 17:00:00,25.7,0.0,28,0,2000,2023-05-10,17,49.0,17.0
108,서울,2023-05-10 18:00:00,24.6,0.0,39,0,2000,2023-05-10,18,54.0,29.0
108,서울,2023-05-10 19:00:00,22.8,0.0,44,0,2000,2023-05-10,19,58.0,26.0
108,서울,2023-05-10 20:00:00,20.2,0.0,47,0,2000,2023-05-10,20,58.0,22.0
108,서울,2023-05-10 21:00:00,18.8,0.0,48,0,2000,2023-05-10,21,56.0,26.0
108,서울,2023-05-10 22:00:00,17.8,0.0,51,0,2000,2023-05-10,22,58.0,25.0
108,서울,2023-05-10 23:00:00,16.8,0.0,53,0,2000,2023-05-10,23,57.0,27.0
108,서울,2023-05-11 00:00:00,16.0,0.0,52,0,2000,2023-05-11,0,56.0,26.0
108,서울,2023-05-11 01:00:00,15.3,0.0,60,0,2000,2023-05-11,1,54.0,26.0
108,서울,2023-05-11 02:00:00,14.7,0.0,63,1,2000,2023-05-11,2,52.0,30.0
108,서울,2023-05-11 03:00:00,14.2,0.0,70,0,2000,2023-05-11,3,49.0,28.0
108,서울,2023-05-11 04:00:00,13.5,0.0,72,0,2000,2023-05-11,4,47.0,29.0
108,서울,2023-05-11 05:00:00,13.4,0.0,74,6,2000,2023-05-11,5,45.0,26.0
108,서울,2023-05-11 06:00:00,12.9,0.0,76,6,2000,2023-05-11,6,49.0,26.0
108,서울,2023-05-11 07:00:00,14.2,0.0,73,6,2000,2023-05-11,7,49.0,26.0
108,서울,2023-05-11 08:00:00,16.4,0.0,66,2,2000,2023-05-11,8,52.0,30.0
108,서울,2023-05-11 09:00:00,18.8,0.0,59,2,2000,2023-05-11,9,52.0,27.0
108,서울,2023-05-11 10:00:00,21.2,0.0,50,1,2000,2023-05-11,10,56.0,26.0
108,서울,2023-05-11 11:00:00,22.9,0.0,46,1,2000,2023-05-11,11,57.0,29.0
108,서울,2023-05-11 12:00:00,24.3,0.0,42,1,2000,2023-05-11,12,56.0,32.0
108,서울,2023-05-11 13:00:00,25.9,0.0,33,3,2000,2023-05-11,13,53.0,28.0
108,서울,2023-05-11 14:00:00,26.4,0.0,32,5,1971,2023-05-11,14,61.0,31.0
108,서울,2023-05-11 15:00:00,26.3,0.0,32,6,1952,2023-05-11,15,70.0,38.0
108,서울,2023-05-11 16:00:00,26.1,0.0,27,6,2000,2023-05-11,16,64.0,30.0
108,서울,2023-05-11 17:00:00,25.0,0.0,34,5,1995,2023-05-11,17,53.0,19.0
108,서울,2023-05-11 18:00:00,24.2,0.0,32,1,2000,2023-05-11,18,50.0,21.0
108,서울,2023-05-11 19:00:00,22.4,0.0,37,1,2000,2023-05-11,19,49.0,22.0
108,서울,2023-05-11 20:00:00,20.4,0.0,40,0,2000,2023-05-11,20,49.0,18.0
108,서울,2023-05-11 21:00:00,19.0,0.0,41,1,2000,2023-05-11,21,49.0,22.0
108,서울,2023-05-11 22:00:00,18.2,0.0,43,4,2000,2023-05-11,22,54.0,26.0
108,서울,2023-05-11 23:00:00,17.2,0.0,48,7,1904,2023-05-11,23,52.0,25.0
108,서울,2023-05-12 00:00:00,16.5,0.0,49,6,1778,2023-05-12,0,51.0,30.0
108,서울,2023-05-12 01:00:00,15.6,0.0,56,5,1801,2023-05-12,1,50.0,27.0
108,서울,2023-05-12 02:00:00,15.0,0.0,60,6,1805,2023-05-12,2,51.0,34.0
108,서울,2023-05-12 03:00:00,14.4,0.0,60,5,1699,2023-05-12,3,53.0,31.0
108,서울,2023-05-12 04:00:00,13.9,0.0,62,4,1625,2023-05-12,4,52.0,29.0
108,서울,2023-05-12 05:00:00,13.5,0.0,63,7,2000,2023-05-12,5,50.0,30.0
108,서울,2023-05-12 06:00:00,13.2,0.0,65,7,1755,2023-05-12,6,55.0,36.0
108,서울,2023-05-12 07:00:00,13.9,0.0,66,8,1771,2023-05-12,7,60.0,31.0
108,서울,2023-05-12 08:00:00,15.5,0.0,63,9,1818,2023-05-12,8,73.0,46.0
108,서울,2023-05-12 09:00:00,17.1,0.0,54,9,1540,2023-05-12,9,77.0,46.0
108,서울,2023-05-12 10:00:00,18.9,0.0,44,9,1419,2023-05-12,10,70.0,38.0
108,서울,2023-05-12 11:00:00,20.0,0.0,42,9,1408,2023-05-12,11,65.0,35.0
108,서울,2023-05-12 12:00:00,21.3,0.0,37,9,1708,2023-05-12,12,69.0,38.0
108,서울,2023-05-12 13:00:00,22.8,0.0,27,9,2000,2023-05-12,13,62.0,39.0
108,서울,2023-05-12 14:00:00,24.1,0.0,27,9,2000,2023-05-12,14,80.0,42.0
