지점,지점명,일시,기온(°C),강수량(mm),습도(%),전운량(10분위),시정(10m),date,시간,PM10,PM25
108,서울,2023-06-30 19:00:00,27.6,0.0,79,3,1639,2023-06-30,19,33.0,26.0
108,서울,2023-06-30 20:00:00,26.9,0.0,81,3,1520,2023-06-30,20,34.0,25.0
108,서울,2023-06-30 21:00:00,26.2,0.0,84,0,1660,2023-06-30,21,33.0,22.0
108,서울,2023-06-30 22:00:00,25.4,0.0,86,0,1436,2023-06-30,22,32.0,21.0
108,서울,2023-06-30 23:00:00,25.0,0.0,87,2,1321,2023-06-30,23,31.0,20.0
108,서울,2023-07-01 00:00:00,24.6,0.0,88,4,939,2023-07-01,0,31.0,17.0
108,서울,2023-07-01 01:00:00,24.3,0.0,86,2,1718,2023-07-01,1,30.0,18.0
108,서울,2023-07-01 02:00:00,24.1,0.0,88,6,1036,2023-07-01,2,35.0,15.0
108,서울,2023-07-01 03:00:00,23.5,0.0,89,0,710,2023-07-01,3,32.0,18.0
108,서울,2023-07-01 04:00:00,23.4,0.0,92,6,734,2023-07-01,4,33.0,20.0
108,서울,2023-07-01 05:00:00,23.4,0.0,92,6,777,2023-07-01,5,29.0,18.0
108,서울,2023-07-01 06:00:00,23.5,0.0,92,2,853,2023-07-01,6,33.0,25.0
108,서울,2023-07-01 07:00:00,24.2,0.0,92,0,811,2023-07-01,7,37.0,23.0
108,서울,2023-07-01 08:00:00,25.3,0.0,86,1,1223,2023-07-01,8,42.0,23.0
108,서울,2023-07-01 09:00:00,27.4,0.0,84,3,1917,2023-07-01,9,34.0,23.0
108,서울,2023-07-01 10:00:00,28.8,0.0,76,5,2000,2023-07-01,10,34.0,18.0
108,서울,2023-07-01 11:00:00,30.0,0.0,69,5,2000,2023-07-01,11,32.0,23.0
108,서울,2023-07-01 12:00:00,31.0,0.0,66,4,2000,2023-07-01,12,32.0,19.0
108,서울,2023-07-01 13:00:00,31.7,0.0,64,3,2000,2023-07-01,13,37.0,26.0
108,서울,2023-07-01 14:00:00,32.2,0.0,61,2,2000,2023-07-01,14,39.0,24.0
108,서울,2023-07-01 15:00:00,32.8,0.0,61,2,2000,2023-07-01,15,39.0,22.0
108,서울,2023-07-01 16:00:00,32.6,0.0,62,2,2000,2023-07-01,16,41.0,27.0
108,서울,2023-07-01 17:00:00,31.6,0.0,64,0,2000,2023-07-01,17,32.0,21.0
108,서울,2023-07-01 18:00:00,30.6,0.0,66,0,2000,2023-07-01,18,28.0,14.0
108,서울,2023-07-01 19:00:00,29.6,0.0,65,0,2000,2023-07-01,19,25.0,14.0
108,서울,2023-07-01 20:00:00,28.2,0.0,70,0,2000,2023-07-01,20,29.0,21.0
108,서울,2023-07-01 21:00:00,27.0,0.0,76,0,2000,2023-07-01,21,25.0,18.0
108,서울,2023-07-01 22:00:00,26.2,0.0,77,0,1983,2023-07-01,22,24.0,19.0
108,서울,2023-07-01 23:00:00,25.8,0.0,79,0,2000,2023-07-01,23,30.0,21.0
108,서울,2023-07-02 00:00:00,25.4,0.0,81,0,1871,2023-07-02,0,29.0,28.0
108,서울,2023-07-02 01:00:00,25.0,0.0,84,2,1460,2023-07-02,1,30.0,21.0
108,서울,2023-07-02 02:00:00,24.6,0.0,86,4,1327,2023-07-02,2,33.0,26.0
108,서울,2023-07-02 03:00:00,24.3,0.0,87,8,1452,2023-07-02,3,27.0,17.0
108,서울,2023-07-02 04:00:00,23.9,0.0,88,8,1265,2023-07-02,4,21.0,16.0
108,서울,2023-07-02 05:00:00,23.7,0.0,91,7,1300,2023-07-02,5,19.0,12.0
108,서울,2023-07-02 06:00:00,23.5,0.0,90,8,1309,2023-07-02,6,20.0,6.0
108,서울,2023-07-02 07:00:00,23.8,0.0,90,8,1355,2023-07-02,7,19.0,11.0
108,서울,2023-07-02 08:00:00,24.3,0.0,88,8,1580,2023-07-02,8,20.0,19.0
108,서울,2023-07-02 09:00:00,25.6,0.0,83,9,2000,2023-07-02,9,16.0,8.0
108,서울,2023-07-02 10:00:00,26.7,0.0,80,8,2000,2023-07-02,10,17.0,10.0
108,서울,2023-07-02 11:00:00,27.3,0.0,75,9,2000,2023-07-02,11,19.0,13.0
108,서울,2023-07-02 12:00:00,28.0,0.0,74,8,2000,2023-07-02,12,22.0,14.0
108,서울,2023-07-02 13:00:00,28.4,0.0,71,8,2000,2023-07-02,13,22.0,16.0
108,서울,2023-07-02 14:00:00,29.0,0.0,71,8,2000,2023-07-02,14,20.0,15.0
108,서울,2023-07-02 15:00:00,29.3,0.0,70,8,2000,2023-07-02,15,20.0,13.0
108,서울,2023-07-02 16:00:00,30.3,0.0,69,8,2000,2023-07-02,16,,23.0
108,서울,2023-07-02 17:00:00,30.2,0.0,68,8,2000,2023-07-02,17,22.0,15.0
108,서울,2023-07-02 18:00:00,29.9,0.0,69,8,2000,2023-07-02,18,27.0,12.0
108,서울,2023-07-02 19:00:00,29.5,0.0,70,8,2000,2023-07-02,19,26.0,15.0
108,서울,2023-07-02 20:00:00,28.1,0.0,75,5,2000,2023-07-02,20,23.0,14.0
108,서울,2023-07-02 21:00:00,27.3,0.0,78,0,2000,2023-07-02,21,27.0,18.0
108,서울,2023-07-02 22:00:00,26.6,0.0,80,0,2000,2023-07-02,22,32.0,26.0
108,서울,2023-07-02 23:00:00,26.1,0.0,85,0,2000,2023-07-02,23,24.0,15.0
108,서울,2023-07-03 00:00:00,25.5,0.0,85,4,2000,2023-07-03,0,29.0,13.0
108,서울,2023-07-03 01:00:00,25.2,0.0,86,3,2000,2023-07-03,1,25.0,15.0
108,서울,2023-07-03 02:00:00,24.8,0.0,88,1,2000,2023-07-03,2,30.0,11.0
108,서울,2023-07-03 03:00:00,24.4,0.0,90,0,2000,2023-07-03,3,26.0,15.0
108,서울,2023-07-03 04:00:00,24.3,0.0,91,0,2000,2023-07-03,4,28.0,20.0
108,서울,2023-07-03 05:00:00,24.2,0.0,93,6,1931,2023-07-03,5,25.0,14.0
108,서울,2023-07-03 06:00:00,24.2,0.0,93,8,1732,2023-07-03,6,30.0,16.0
108,서울,2023-07-03 07:00:00,24.8,0.0,92,8,1936,2023-07-03,7,30.0,16.0
108,서울,2023-07-03 08:00:00,25.6,0.0,88,7,2000,2023-07-03,8,34.0,18.0
108,서울,2023-07-03 09:00:00,27.7,0.0,84,8,2000,2023-07-03,9,37.0,25.0
108,서울,2023-07-03 10:00:00,29.1,0.0,74,6,2000,2023-07-03,10,41.0,31.0
108,서울,2023-07-03 11:00:00,30.6,0.0,66,4,2000,2023-07-03,11,41.0,27.0
108,서울,2023-07-03 12:00:00,31.1,0.0,64,6,2000,2023-07-03,12,41.0,
108,서울,2023-07-03 13:00:00,32.3,0.0,60,6,2000,2023-07-03,13,42.0,27.0
108,서울,2023-07-03 14:00:00,33.6,0.0,55,4,2000,2023-07-03,14,50.0,31.0
108,서울,2023-07-03 15:00:00,34.2,0.0,48,4,2000,2023-07-03,15,51.0,30.0
108,서울,2023-07-03 16:00:00,34.7,0.0,48,5,2000,2023-07-03,16,52.0,30.0
108,서울,2023-07-03 17:00:00,34.6,0.0,42,1,2000,2023-07-03,17,40.0,24.0
108,서울,2023-07-03 18:00:00,33.4,0.0,53,3,2000,2023-07-03,18,36.0,20.0
108,서울,2023-07-03 19:00:00,31.8,0.0,62,4,2000,2023-07-03,19,39.0,24.0
108,서울,2023-07-03 20:00:00,30.9,0.0,65,4,2000,2023-07-03,20,51.0,29.0
108,서울,2023-07-03 21:00:00,29.9,0.0,69,2,2000,2023-07-03,21,49.0,36.0
108,서울,2023-07-03 22:00:00,29.2,0.0,73,4,2000,2023-07-03,22,50.0,34.0
108,서울,2023-07-03 23:00:00,28.6,0.0,73,6,1948,2023-07-03,23,50.0,37.0
108,서울,2023-07-04 00:00:00,28.0,0.0,75,8,1677,2023-07-04,0,48.0,33.0
108,서울,2023-07-04 01:00:00,27.5,0.0,75,9,1601,2023-07-04,1,49.0,36.0
108,서울,2023-07-04 02:00:00,27.2,0.0,77,10,1083,2023-07-04,2,50.0,41.0
108,서울,2023-07-04 03:00:00,26.5,0.0,82,9,720,2023-07-04,3,51.0,37.0
108,서울,2023-07-04 04:00:00,26.0,0.0,84,6,720,2023-07-04,4,49.0,41.0
108,서울,2023-07-04 05:00:00,25.7,0.0,85,7,541,2023-07-04,5,44.0,32.0
108,서울,2023-07-04 06:00:00,25.6,0.0,86,9,594,2023-07-04,6,50.0,40.0
108,서울,2023-07-04 07:00:00,26.1,0.0,85,9,773,2023-07-04,7,52.0,39.0
108,서울,2023-07-04 08:00:00,26.5,0.0,81,10,827,2023-07-04,8,55.0,39.0
108,서울,2023-07-04 09:00:00,27.3,0.0,77,10,1196,2023-07-04,9,60.0,40.0
108,서울,2023-07-04 10:00:00,27.7,0.0,77,10,1461,2023-07-04,10,59.0,46.0
108,서울,2023-07-04 11:00:00,28.7,0.0,72,10,1826,2023-07-04,11,53.0,34.0
108,서울,2023-07-04 12:00:00,28.7,0.0,73,10,1697,2023-07-04,12,46.0,24.0
108,서울,2023-07-04 13:00:00,29.1,0.0,69,10,2000,2023-07-04,13,39.0,26.0
108,서울,2023-07-04 14:00:00,26.9,0.2,86,10,352,2023-07-04,14,36.0,27.0
108,서울,2023-07-04 15:00:00,25.7,3.2,93,10,488,2023-07-04,15,25.0,15.0
108,서울,2023-07-04 16:00:00,25.2,7.0,96,10,207,2023-07-04,16,18.0,11.0
108,서울,2023-07-04 17:00:00,25.2,2.3,93,10,1274,2023-07-04,17,12.0,7.0
108,서울,2023-07-04 18:00:00,25.2,0.2,92,10,2000,2023-07-04,18,12.0,1.0
108,서울,2023-07-04 19:00:00,25.0,7.2,97,10,80,2023-07-04,19,10.0,3.0
108,서울,2023-07-04 20:00:00,24.6,24.5,99,10,53,2023-07-04,20,12.0,1.0
108,서울,2023-07-04 21:00:00,24.6,14.7,96,10,766,2023-07-04,21,9.0,4.0
108,서울,2023-07-04 22:00:00,24.7,1.2,98,10,1358,2023-07-04,22,10.0,3.0
108,서울,2023-07-04 23:00:00,24.8,0.5,95,10,2000,2023-07-04,23,9.0,3.0
108,서울,2023-07-05 00:00:00,24.8,0.8,95,10,1488,2023-07-05,0,9.0,1.0
108,서울,2023-07-05 01:00:00,24.6,10.3,99,10,182,2023-07-05,1,7.0,1.0
108,서울,2023-07-05 02:00:00,24.7,4.5,97,10,1560,2023-07-05,2,5.0,3.0
108,서울,2023-07-05 03:00:00,24.3,0.3,96,10,676,2023-07-05,3,16.0,10.0
108,서울,2023-07-05 04:00:00,23.8,0.1,95,10,827,2023-07-05,4,22.0,9.0
108,서울,2023-07-05 05:00:00,22.6,0.1,94,10,1690,2023-07-05,5,18.0,7.0
108,서울,2023-07-05 06:00:00,22.2,0.0,96,10,520,2023-07-05,6,20.0,2.0
108,서울,2023-07-05 07:00:00,22.2,0.0,93,10,1948,2023-07-05,7,23.0,8.0
108,서울,2023-07-05 08:00:00,22.3,0.0,91,10,2000,2023-07-05,8,27.0,10.0
108,서울,2023-07-05 09:00:00,22.8,0.0,89,9,2000,2023-07-05,9,24.0,9.0
108,서울,2023-07-05 10:00:00,24.0,0.0,81,8,2000,2023-07-05,10,27.0,12.0
108,서울,2023-07-05 11:00:00,24.6,0.0,78,8,2000,2023-07-05,11,28.0,13.0
108,서울,2023-07-05 12:00:00,26.2,0.0,74,6,2000,2023-07-05,12,27.0,10.0
108,서울,2023-07-05 13:00:00,26.9,0.0,68,5,2000,2023-07-05,13,30.0,16.0
108,서울,2023-07-05 14:00:00,26.6,0.0,71,7,2000,2023-07-05,14,35.0,18.0
108,서울,2023-07-05 15:00:00,26.9,0.0,70,6,1970,2023-07-05,15,37.0,20.0
108,서울,2023-07-05 16:00:00,26.4,0.0,72,8,1949,2023-07-05,16,36.0,27.0
108,서울,2023-07-05 17:00:00,26.0,0.0,70,6,2000,2023-07-05,17,36.0,22.0
108,서울,2023-07-05 18:00:00,26.0,0.0,73,6,1810,2023-07-05,18,36.0,21.0
108,서울,2023-07-05 19:00:00,25.1,0.0,75,0,1586,2023-07-05,19,36.0,25.0
108,서울,2023-07-05 20:00:00,24.6,0.0,76,0,1739,2023-07-05,20,37.0,27.0
108,서울,2023-07-05 21:00:00,23.9,0.0,81,0,1111,2023-07-05,21,34.0,23.0
108,서울,2023-07-05 22:00:00,23.7,0.0,84,0,943,2023-07-05,22,36.0,27.0
108,서울,2023-07-05 23:00:00,23.6,0.0,82,0,1397,2023-07-05,23,34.0,23.0
108,서울,2023-07-06 00:00:00,23.5,0.0,82,0,1546,2023-07-06,0,36.0,24.0
108,서울,2023-07-06 01:00:00,23.3,0.0,85,6,1238,2023-07-06,1,33.0,22.0
108,서울,2023-07-06 02:00:00,23.3,0.0,85,7,1027,2023-07-06,2,31.0,23.0
108,서울,2023-07-06 03:00:00,23.2,0.0,86,6,805,2023-07-06,3,30.0,20.0
108,서울,2023-07-06 04:00:00,22.9,0.0,86,8,1119,2023-07-06,4,30.0,16.0
108,서울,2023-07-06 05:00:00,22.8,0.0,86,8,1219,2023-07-06,5,32.0,20.0
108,서울,2023-07-06 06:00:00,22.4,0.0,88,2,1106,2023-07-06,6,35.0,16.0
108,서울,2023-07-06 07:00:00,23.2,0.0,87,7,1455,2023-07-06,7,36.0,22.0
108,서울,2023-07-06 08:00:00,24.6,0.0,80,7,1625,2023-07-06,8,44.0,28.0
108,서울,2023-07-06 09:00:00,26.0,0.0,76,7,1420,2023-07-06,9,45.0,25.0
108,서울,2023-07-06 10:00:00,27.4,0.0,73,4,1433,2023-07-06,10,48.0,22.0
108,서울,2023-07-06 11:00:00,28.8,0.0,68,2,1773,2023-07-06,11,49.0,26.0
108,서울,2023-07-06 12:00:00,30.0,0.0,63,5,2000,2023-07-06,12,54.0,38.0
108,서울,2023-07-06 13:00:00,30.7,0.0,60,2,2000,2023-07-06,13,52.0,28.0
108,서울,2023-07-06 14:00:00,31.3,0.0,58,1,2000,2023-07-06,14,57.0,36.0
108,서울,2023-07-06 15:00:00,31.6,0.0,58,5,2000,2023-07-06,15,55.0,27.0
108,서울,2023-07-06 16:00:00,31.0,0.0,58,8,2000,2023-07-06,16,59.0,34.0
108,서울,2023-07-06 17:00:00,31.2,0.0,58,8,2000,2023-07-06,17,56.0,31.0
108,서울,2023-07-06 18:00:00,30.5,0.0,60,8,2000,2023-07-06,18,58.0,29.0
108,서울,2023-07-06 19:00:00,29.7,0.0,62,8,1983,2023-07-06,19,63.0,34.0
108,서울,2023-07-06 20:00:00,28.9,0.0,63,10,1956,2023-07-06,20,59.0,32.0
108,서울,2023-07-06 21:00:00,28.3,0.0,69,9,1594,2023-07-06,21,55.0,23.0
108,서울,2023-07-06 22:00:00,27.7,0.0,61,10,1967,2023-07-06,22,54.0,18.0
108,서울,2023-07-06 23:00:00,27.0,0.0,64,10,2000,2023-07-06,23,51.0,24.0
108,서울,2023-07-07 00:00:00,26.3,0.0,67,8,2000,2023-07-07,0,54.0,28.0
108,서울,2023-07-07 01:00:00,25.7,0.0,71,10,2000,2023-07-07,1,54.0,26.0
108,서울,2023-07-07 02:00:00,25.4,0.0,70,10,2000,2023-07-07,2,51.0,30.0
108,서울,2023-07-07 03:00:00,25.2,0.0,72,10,2000,2023-07-07,3,50.0,26.0
108,서울,2023-07-07 04:00:00,24.7,0.0,74,10,1986,2023-07-07,4,48.0,21.0
108,서울,2023-07-07 05:00:00,24.4,0.0,76,9,1576,2023-07-07,5,47.0,24.0
108,서울,2023-07-07 06:00:00,24.1,0.0,77,7,1570,2023-07-07,6,50.0,21.0
108,서울,2023-07-07 07:00:00,24.3,0.0,78,6,1707,2023-07-07,7,50.0,27.0
108,서울,2023-07-07 08:00:00,25.4,0.0,77,8,1393,2023-07-07,8,58.0,27.0
108,서울,2023-07-07 09:00:00,26.4,0.0,72,9,1713,2023-07-07,9,60.0,32.0
108,서울,2023-07-07 10:00:00,27.5,0.0,67,9,1616,2023-07-07,10,62.0,28.0
108,서울,2023-07-07 11:00:00,29.1,0.0,61,7,2000,2023-07-07,11,63.0,31.0
108,서울,2023-07-07 12:00:00,30.6,0.0,52,4,2000,2023-07-07,12,59.0,21.0
108,서울,2023-07-07 13:00:00,30.9,0.0,53,8,2000,2023-07-07,13,59.0,23.0
108,서울,2023-07-07 14:00:00,31.0,0.0,49,5,2000,2023-07-07,14,69.0,23.0
108,서울,2023-07-07 15:00:00,31.2,0.0,51,2,2000,2023-07-07,15,61.0,26.0
108,서울,2023-07-07 16:00:00,30.6,0.0,50,1,2000,2023-07-07,16,57.0,15.0
108,서울,2023-07-07 17:00:00,29.7,0.0,49,0,2000,2023-07-07,17,33.0,9.0
108,서울,2023-07-07 18:00:00,28.5,0.0,51,0,2000,2023-07-07,18,23.0,6.0
108,서울,2023-07-07 19:00:00,27.2,0.0,56,0,2000,2023-07-07,19,16.0,4.0
108,서울,2023-07-07 20:00:00,25.6,0.0,63,0,2000,2023-07-07,20,12.0,4.0
108,서울,2023-07-07 21:00:00,24.4,0.0,68,0,2000,2023-07-07,21,10.0,3.0
108,서울,2023-07-07 22:00:00,24.1,0.0,71,1,2000,2023-07-07,22,10.0,5.0
108,서울,2023-07-07 23:00:00,23.7,0.0,73,1,2000,2023-07-07,23,5.0,1.0
108,서울,2023-07-08 00:00:00,23.3,0.0,76,1,2000,2023-07-08,0,6.0,2.0
108,서울,2023-07-08 01:00:00,23.0,0.0,77,2,2000,2023-07-08,1,6.0,2.0
108,서울,2023-07-08 02:00:00,22.8,0.0,79,0,2000,2023-07-08,2,6.0,1.0
108,서울,2023-07-08 03:00:00,22.6,0.0,80,1,2000,2023-07-08,3,9.0,3.0
108,서울,2023-07-08 04:00:00,22.4,0.0,80,7,2000,2023-07-08,4,10.0,7.0
108,서울,2023-07-08 05:00:00,22.4,0.0,79,7,2000,2023-07-08,5,9.0,3.0
108,서울,2023-07-08 06:00:00,22.5,0.0,82,10,1966,2023-07-08,6,12.0,5.0
108,서울,2023-07-08 07:00:00,22.7,0.0,81,10,2000,2023-07-08,7,12.0,4.0
108,서울,2023-07-08 08:00:00,23.2,0.0,79,10,2000,2023-07-08,8,18.0,1.0
108,서울,2023-07-08 09:00:00,23.9,0.0,81,10,2000,2023-07-08,9,18.0,7.0
108,서울,2023-07-08 10:00:00,24.8,0.0,77,9,2000,2023-07-08,10,17.0,13.0
108,서울,2023-07-08 11:00:00,25.5,0.0,75,10,2000,2023-07-08,11,18.0,8.0
108,서울,2023-07-08 12:00:00,26.0,0.0,75,9,2000,2023-07-08,12,16.0,5.0
108,서울,2023-07-08 13:00:00,27.8,0.0,72,7,2000,2023-07-08,13,13.0,9.0
108,서울,2023-07-08 14:00:00,29.3,0.0,67,4,2000,2023-07-08,14,14.0,15.0
108,서울,2023-07-08 15:00:00,29.1,0.0,66,8,1908,2023-07-08,15,17.0,8.0
108,서울,2023-07-08 16:00:00,29.3,0.0,64,8,2000,2023-07-08,16,17.0,4.0
108,서울,2023-07-08 17:00:00,29.1,0.0,66,9,2000,2023-07-08,17,15.0,8.0
108,서울,2023-07-08 18:00:00,28.7,0.0,69,9,2000,2023-07-08,18,17.0,11.0
108,서울,2023-07-08 19:00:00,28.4,0.0,72,9,2000,2023-07-08,19,17.0,8.0
108,서울,2023-07-08 20:00:00,27.6,0.0,74,0,2000,2023-07-08,20,20.0,11.0
108,서울,2023-07-08 21:00:00,26.8,0.0,77,6,2000,2023-07-08,21,18.0,12.0
108,서울,2023-07-08 22:00:00,26.2,0.0,79,3,2000,2023-07-08,22,18.0,10.0
108,서울,2023-07-08 23:00:00,25.7,0.0,83,8,2000,2023-07-08,23,22.0,15.0
108,서울,2023-07-09 00:00:00,25.5,0.0,82,8,2000,2023-07-09,0,21.0,12.0
108,서울,2023-07-09 01:00:00,25.4,0.0,85,8,2000,2023-07-09,1,18.0,11.0
108,서울,2023-07-09 02:00:00,25.3,0.0,87,8,2000,2023-07-09,2,19.0,9.0
108,서울,2023-07-09 03:00:00,25.3,0.0,86,8,2000,2023-07-09,3,19.0,11.0
108,서울,2023-07-09 04:00:00,25.2,0.0,85,8,1964,2023-07-09,4,19.0,15.0
108,서울,2023-07-09 05:00:00,25.1,0.0,85,8,2000,2023-07-09,5,19.0,11.0
108,서울,2023-07-09 06:00:00,25.2,0.0,85,6,2000,2023-07-09,6,21.0,16.0
108,서울,2023-07-09 07:00:00,25.4,0.0,86,10,2000,2023-07-09,7,22.0,13.0
108,서울,2023-07-09 08:00:00,25.5,0.0,86,10,2000,2023-07-09,8,25.0,18.0
108,서울,2023-07-09 09:00:00,26.9,0.0,80,10,2000,2023-07-09,9,22.0,13.0
108,서울,2023-07-09 10:00:00,26.6,0.3,85,10,1963,2023-07-09,10,22.0,16.0
108,서울,2023-07-09 11:00:00,21.8,23.5,95,10,55,2023-07-09,11,9.0,1.0
108,서울,2023-07-09 12:00:00,22.0,10.2,97,10,79,2023-07-09,12,9.0,2.0
108,서울,2023-07-09 13:00:00,21.7,10.1,97,10,564,2023-07-09,13,9.0,6.0
108,서울,2023-07-09 14:00:00,22.2,0.6,92,10,2000,2023-07-09,14,9.0,8.0
108,서울,2023-07-09 15:00:00,23.4,2.8,92,7,2000,2023-07-09,15,9.0,3.0
108,서울,2023-07-09 16:00:00,25.1,0.0,83,6,2000,2023-07-09,16,8.0,3.0
108,서울,2023-07-09 17:00:00,25.2,0.0,81,9,2000,2023-07-09,17,9.0,3.0
108,서울,2023-07-09 18:00:00,25.1,0.0,80,9,2000,2023-07-09,18,9.0,1.0
108,서울,2023-07-09 19:00:00,24.8,0.0,80,9,2000,2023-07-09,19,12.0,4.0
108,서울,2023-07-09 20:00:00,24.6,0.0,81,2,2000,2023-07-09,20,13.0,5.0
108,서울,2023-07-09 21:00:00,24.6,0.0,84,10,2000,2023-07-09,21,16.0,4.0
108,서울,2023-07-09 22:00:00,24.6,0.0,85,6,2000,2023-07-09,22,19.0,6.0
108,서울,2023-07-09 23:00:00,24.6,0.0,86,7,2000,2023-07-09,23,26.0,11.0
108,서울,2023-07-10 00:00:00,25.0,0.0,87,10,1173,2023-07-10,0,39.0,21.0
108,서울,2023-07-10 01:00:00,25.1,0.0,88,6,565,2023-07-10,1,41.0,28.0
108,서울,2023-07-10 02:00:00,24.6,0.0,89,8,577,2023-07-10,2,40.0,28.0
108,서울,2023-07-10 03:00:00,24.3,0.0,90,9,586,2023-07-10,3,37.0,24.0
108,서울,2023-07-10 04:00:00,24.2,0.0,91,10,539,2023-07-10,4,38.0,24.0
108,서울,2023-07-10 05:00:00,24.3,0.0,90,10,628,2023-07-10,5,36.0,23.0
108,서울,2023-07-10 06:00:00,23.2,11.5,91,10,1504,2023-07-10,6,29.0,21.0
108,서울,2023-07-10 07:00:00,23.2,0.0,92,10,2000,2023-07-10,7,17.0,11.0
108,서울,2023-07-10 08:00:00,23.5,0.0,96,10,821,2023-07-10,8,22.0,17.0
108,서울,2023-07-10 09:00:00,24.0,0.0,94,10,1148,2023-07-10,9,18.0,9.0
108,서울,2023-07-10 10:00:00,25.2,0.0,91,10,2000,2023-07-10,10,27.0,8.0
108,서울,2023-07-10 11:00:00,26.9,0.0,88,9,2000,2023-07-10,11,29.0,17.0
108,서울,2023-07-10 12:00:00,27.2,0.0,81,8,1734,2023-07-10,12,34.0,30.0
108,서울,2023-07-10 13:00:00,28.5,0.0,82,8,1641,2023-07-10,13,37.0,24.0
108,서울,2023-07-10 14:00:00,30.2,0.0,67,6,2000,2023-07-10,14,44.0,24.0
108,서울,2023-07-10 15:00:00,30.6,0.0,62,6,2000,2023-07-10,15,42.0,27.0
108,서울,2023-07-10 16:00:00,30.5,0.0,65,2,2000,2023-07-10,16,43.0,17.0
108,서울,2023-07-10 17:00:00,30.5,0.0,65,2,2000,2023-07-10,17,36.0,17.0
108,서울,2023-07-10 18:00:00,29.6,0.0,65,1,2000,2023-07-10,18,30.0,13.0
108,서울,2023-07-10 19:00:00,28.2,0.0,71,1,2000,2023-07-10,19,26.0,9.0
108,서울,2023-07-10 20:00:00,26.7,0.0,76,1,2000,2023-07-10,20,28.0,14.0
108,서울,2023-07-10 21:00:00,26.0,0.0,79,6,2000,2023-07-10,21,30.0,12.0
108,서울,2023-07-10 22:00:00,26.0,0.0,80,6,2000,2023-07-10,22,33.0,21.0
108,서울,2023-07-10 23:00:00,25.8,0.0,79,7,2000,2023-07-10,23,31.0,15.0
108,서울,2023-07-11 00:00:00,25.8,0.0,81,8,2000,2023-07-11,0,30.0,12.0
108,서울,2023-07-11 01:00:00,25.8,0.0,81,7,2000,2023-07-11,1,26.0,12.0
108,서울,2023-07-11 02:00:00,25.5,0.0,81,6,2000,2023-07-11,2,29.0,10.0
108,서울,2023-07-11 03:00:00,25.2,0.0,81,6,2000,2023-07-11,3,27.0,13.0
108,서울,2023-07-11 04:00:00,24.9,0.0,84,8,2000,2023-07-11,4,28.0,14.0
108,서울,2023-07-11 05:00:00,25.2,0.0,82,10,2000,2023-07-11,5,28.0,14.0
108,서울,2023-07-11 06:00:00,25.2,0.0,83,10,2000,2023-07-11,6,29.0,11.0
108,서울,2023-07-11 07:00:00,25.6,0.0,85,10,1617,2023-07-11,7,31.0,16.0
108,서울,2023-07-11 08:00:00,25.8,0.0,86,10,1257,2023-07-11,8,37.0,24.0
108,서울,2023-07-11 09:00:00,25.4,2.2,94,10,141,2023-07-11,9,22.0,11.0
108,서울,2023-07-11 10:00:00,24.7,0.8,90,10,1991,2023-07-11,10,13.0,6.0
108,서울,2023-07-11 11:00:00,24.0,15.4,96,10,979,2023-07-11,11,11.0,5.0
108,서울,2023-07-11 12:00:00,23.8,0.7,95,10,2000,2023-07-11,12,13.0,11.0
108,서울,2023-07-11 13:00:00,23.8,0.0,93,10,2000,2023-07-11,13,,7.0
108,서울,2023-07-11 14:00:00,23.5,3.3,98,10,461,2023-07-11,14,,3.0
108,서울,2023-07-11 15:00:00,22.3,2.9,96,10,498,2023-07-11,15,9.0,2.0
108,서울,2023-07-11 16:00:00,22.1,12.7,99,10,208,2023-07-11,16,8.0,7.0
108,서울,2023-07-11 17:00:00,22.0,11.0,100,10,252,2023-07-11,17,7.0,5.0
108,서울,2023-07-11 18:00:00,21.8,7.1,99,10,1628,2023-07-11,18,12.0,7.0
108,서울,2023-07-11 19:00:00,21.8,2.0,97,9,1109,2023-07-11,19,11.0,5.0
108,서울,2023-07-11 20:00:00,21.9,0.2,95,9,1906,2023-07-11,20,13.0,5.0
108,서울,2023-07-11 21:00:00,21.9,0.0,96,9,1363,2023-07-11,21,13.0,6.0
108,서울,2023-07-11 22:00:00,21.9,0.0,97,6,508,2023-07-11,22,14.0,10.0
108,서울,2023-07-11 23:00:00,21.8,0.0,96,6,535,2023-07-11,23,14.0,6.0
108,서울,2023-07-12 00:00:00,22.0,0.0,95,10,754,2023-07-12,0,,11.0
108,서울,2023-07-12 01:00:00,22.2,0.0,97,10,627,2023-07-12,1,,5.0
108,서울,2023-07-12 02:00:00,22.4,0.0,96,10,438,2023-07-12,2,20.0,4.0
108,서울,2023-07-12 03:00:00,22.5,0.0,97,10,403,2023-07-12,3,20.0,7.0
108,서울,2023-07-12 04:00:00,22.7,0.2,99,10,211,2023-07-12,4,19.0,11.0
108,서울,2023-07-12 05:00:00,22.6,0.3,97,10,234,2023-07-12,5,19.0,7.0
108,서울,2023-07-12 06:00:00,22.7,0.1,99,10,282,2023-07-12,6,20.0,4.0
108,서울,2023-07-12 07:00:00,23.1,0.1,98,8,370,2023-07-12,7,22.0,8.0
108,서울,2023-07-12 08:00:00,23.4,0.0,96,9,304,2023-07-12,8,35.0,12.0
108,서울,2023-07-12 09:00:00,24.6,0.0,95,8,570,2023-07-12,9,26.0,15.0
108,서울,2023-07-12 10:00:00,25.4,0.0,90,9,1061,2023-07-12,10,30.0,19.0
